angyagh-@₁~laatagh[V→V][V][Intr][Ind][3Sg]	angyaghlaataghtuq
asi[N][Loc][3SgPoss][SgPosd]	asingani
ata-–lget[AUG]	atalget
ilu[N][Abl_Mod][3SgPoss][SgPosd]	ilunganeng
inghu-@₁~fyaghtugh[V→V][V][Intr][Ind][3Sg]	inghuyaghtughtuq
kelu[N][Ter][3SgPoss][SgPosd]	kelunganun
kiyaghte-~faaghek[AUG]	kiyaghtaaghek
mangteghagh-tuqaat[AUG]	mangteghaghtuqat
mayugh-–lghiini	mayulghiini
meghnugh-–ghllak[AUG]	meghnughllak
naa-–lget[AUG]	naalget
naalke-te[V→V]-@₁–negh[V→N][N][Abl_Mod][Unpd][Sg]	naalkenneghmeng
nagate-@₁qugh[V→V][V][Intr][Ind][3Sg]	nagaqughtuq
negh-@₁–negh[V→N][N][Abl_Mod][Unpd][Sg]	neneghmeng
qepghagh-@₁~fnanigh[V→V][V][Intr][Ind][3Sg]	qepghaghnanightuq
sivu[N][Loc][3SgPoss][SgPosd]	sivungani
teghsagh-@₁–negh[V→N][N][Abl_Mod][Unpd][Sg]	teghsaneghmeng
tuqute-@₁qugh[V→V][V][Trns][Ind][3Sg][3Pl]	tuququghii
yughagh-@₁~fnanigh[V→V][V][Intr][Ind][3Sg]	yughaghnanightuq
